id,affinity
3juo,5.07
4mmm,3.82
6f9g,5.7
2q2a,7.41
6nsv,7.8
2mas,7.52
2pvl,7.62
5l4j,4.28
3nu5,8.35
3wjw,3.87
2jh0,8.7
3ng4,5.43
4x5y,8.03
3mhw,2.3
5mrp,5.52
5zae,6.81
3n7o,7.14
4aoi,8.4
3sut,7.85
2xj2,7.18
2v3d,3.94
1m0q,3.89
2uwo,8.7
6fuj,4.3
2pyn,7.57
4lxz,6.74
3ta1,3.25
4o9w,7.16
2pq9,8.11
5etj,10.18
2clk,3.79
4xtx,10.57
6oe1,8.51
3d51,4.15
6dh2,10.89
1b38,6.6
6arm,4.97
1q5k,7.42
6pid,4.54
3ru1,4.85
3ip5,6.22
1z4o,4.52
5m5d,3.95
3ehx,7.6
4kiu,3.85
4x5r,7.85
4j48,5.62
1ela,6.36
6o94,8.74
3bfu,6.27
4h3f,9.0
1f57,5.64
3ppm,9.54
1rmz,8.0
5vsj,4.02
2pym,6.82
1km3,4.91
5efj,6.46
4pft,8.64
4qxo,5.51
4mr6,6.6
3pce,2.0
3arq,6.4
1flr,10.0
5c3p,4.46
4zw6,5.72
5vp9,8.99
1f3e,6.7
2oxx,6.7
5xo7,6.36
4kwo,6.45
5ufp,7.37
4mn3,5.75
6udv,10.29
1cny,7.85
6eyt,5.72
1aaq,8.4
2vrj,6.3
4jwk,8.32
3gi6,11.22
2y7x,8.89
2idw,8.89
6fmc,5.88
6el5,6.88
4q7p,4.32
6mj7,2.82
2qbs,6.68
2ccb,7.45
3g30,2.51
5th4,2.85
4b9z,4.09
5u0y,6.08
3pb8,5.24
6md8,2.38
6of5,5.35
1hps,9.22
3lka,2.82
1z1h,8.4
3vw2,4.75
4ca7,7.36
6jbb,5.99
4e67,6.48
6c0s,7.05
5zg0,7.09
1tcx,6.95
5e13,4.24
1i7z,6.4
1hdq,5.82
2py4,6.7
4yb5,4.71
6ezq,4.66
5e1s,7.92
5i9y,8.55
5fls,3.04
6pvz,3.47
3dp4,7.37
5vr8,6.87
3n2v,7.51
6hm1,6.04
2zda,8.4
4nkt,5.97
2qg2,5.4
2vuk,3.9
3uex,6.92
1b5h,6.01
3f6g,4.72
2hnx,7.08
6eln,6.05
4m8x,10.2
4de3,5.52
3d4z,4.89
2p7g,6.53
3n7a,3.7
6t1o,5.59
3i6o,10.35
1nw4,9.07
4n5d,3.22
4xtv,9.27
1ghz,4.8
5g2g,6.05
4ykk,2.77
3p9m,5.0
5m04,6.34
3tt4,8.28
2wbg,4.45
3liw,7.6
3el9,8.4
6cbg,3.95
3wgg,4.4
1tkb,8.0
1lcp,6.64
1k1l,6.9
2w8w,2.12
4fk6,9.7
4ykj,4.43
4azg,7.1
4ha5,7.24
5nea,10.3
3vha,7.4
3nuj,9.39
3bft,6.49
5aqz,5.48
6h1d,5.6
2xab,9.27
6hr2,7.0
1if7,10.52
4zji,6.47
4l50,6.06
6g9x,3.92
5ta4,7.62
6guc,7.6
3aid,6.86
5efc,4.85
6cn5,7.7
1xbo,6.04
2uwd,8.35
2jg0,7.82
3bgb,6.05
4zw7,4.72
6csp,8.52
5tp0,5.44
1fzq,7.62
1epo,7.96
5drr,11.46
5edl,8.35
5cap,7.28
4b1j,7.3
2oxn,7.44
1nfy,8.89
2e9u,8.1
5xmx,7.24
3ocp,7.57
6r0v,4.96
1fh7,5.24
3g2z,2.36
1qxl,7.96
4agm,3.98
3rtf,7.35
5fou,3.95
3bl0,6.92
5l8y,6.4
4qij,5.54
5upe,8.05
5tuz,7.4
3gst,6.72
5n2z,5.31
2nmx,5.57
6b4d,6.11
3t08,3.04
5n6s,8.09
4nvp,7.57
4ty6,7.52
1xd0,7.12
1xq0,6.34
5k03,4.74
5yyf,6.48
2xb8,7.59
4bak,8.91
4heg,8.92
3own,7.47
3wha,9.32
3p8p,4.55
2gvj,9.52
6jb0,7.24
6hpw,6.09
2gh9,6.0
4y0a,2.31
1b57,8.0
5v7a,6.38
6udu,9.3
4ivc,10.0
2i6b,7.17
3n4b,7.02
2ewa,7.94
3hfb,7.52
4qfl,5.11
3el5,7.72
6hgs,3.77
3hvj,8.7
6i8m,7.8
4ea2,6.44
2xjg,7.82
4kxb,4.12
3i3b,2.23
4c1u,7.09
2uxz,8.48
5ldp,4.17
3l4w,6.0
5ny1,6.44
4u54,2.06
2haw,4.92
4qf8,7.51
5oh9,3.86
3rbu,9.43
5k0m,8.82
6ftf,8.1
1mq6,11.15
4ybk,7.82
1e3g,9.0
4pb2,4.8
3umq,4.62
4iic,4.85
3usx,5.02
6eog,5.8
4i8z,11.05
3b2q,4.55
1hpx,11.26
2fgu,9.18
3i4y,7.05
6dh8,9.84
1lan,7.22
1det,4.3
5sz1,8.92
2d0k,5.02
4u0w,3.0
3ebi,7.1
3lq2,5.22
3su3,9.13
4omc,10.78
6n7a,8.37
5mn1,2.48
2x4z,8.57
2f80,8.18
1ebw,9.05
4i8x,2.64
2qtn,3.42
2gv6,7.34
4lj8,5.82
3nu3,9.82
5e73,4.64
6rnt,2.37
3bgc,5.02
3bkk,6.08
1k6p,7.36
3b7i,5.82
1t4v,7.68
3drg,7.0
3c2o,3.35
6cdl,10.92
3utu,10.92
2qrl,4.0
4nwc,5.76
6i8t,5.75
3f5k,4.62
6c7w,5.47
5odx,6.71
3s71,8.64
3bpc,4.8
3r4p,7.96
5nki,7.72
5el9,7.64
2psu,7.62
1nq7,6.8
5a6x,6.69
4g4p,6.89
3gta,4.28
5fl5,8.19
4ks4,7.14
6cdj,11.7
4c1t,7.15
1elb,7.15
6i67,6.7
5tcj,7.38
2i80,5.4
5gof,4.05
4cr9,4.1
6rfn,6.7
4cga,6.4
6chp,10.12
4xty,9.21
1o2r,5.21
2e92,6.89
5j82,6.0
6r9u,2.12
6p89,5.01
6ebe,6.7
6d19,6.61
3w5n,3.87
3ejr,8.57
6gjr,3.74
1os5,6.85
1ajq,4.31
2r0h,3.51
1v0k,5.1
1zgi,5.34
5ipc,4.89
3tif,5.38
3tvc,7.74
1pxp,6.66
4q90,2.15
5cp5,5.91
5vcv,6.82
1sv3,4.35
2x95,4.95
2qzr,7.26
2cbu,5.68
1uml,7.52
3f7i,7.34
6hzy,3.92
3brn,8.7
6ayr,8.39
1szd,4.54
2brm,5.89
3da9,5.51
6r8w,5.92
3cl0,7.07
6i5g,4.89
3vjc,7.72
6fni,8.22
2euk,6.6
3oim,6.74
1oar,7.4
2qmg,9.15
1df8,9.7
2j78,6.42
4b6o,7.0
2qe4,7.96
3ery,5.66
3arp,7.15
4zyf,8.64
1d9i,9.11
2wyg,8.7
5e2p,8.8
5xsr,7.69
3upv,5.3
4ufl,2.64
3ffp,7.14
1v1m,3.94
6np5,4.57
3cf8,4.9
4xmb,7.36
3f7h,7.09
1g48,8.41
1bty,4.74
5wa5,6.72
4phu,7.92
5kz0,7.66
4qy3,6.82
4tim,2.16
3iph,7.6
4bup,4.95
5k0h,7.09
1kv5,4.22
1s5z,3.21
2gst,6.07
4uj1,6.52
6qmk,7.46
4o04,6.16
3rt8,6.35
6s56,5.1
2xog,3.43
4lhv,10.0
1w4p,4.74
5oxk,2.17
2yi7,8.32
4pp0,4.4
2fgv,6.12
3cda,7.58
4iue,6.55
4aq6,4.8
1igb,6.4
1ols,5.82
5lsg,5.4
5lvq,4.14
1y0l,9.0
6f20,4.31
4eoh,4.3
6ic2,6.04
3nim,4.75
1xt8,6.85
3r1v,6.92
3iog,5.52
4bqg,6.22
2xn3,5.92
1odi,4.21
4l6t,7.49
2h6b,5.39
3axz,3.43
6rfw,6.5
5ut6,4.24
1nc1,6.12
6g2l,7.17
5tkk,8.28
3dd8,7.85
3gi4,10.8
6f1n,6.26
3ljz,8.14
1j17,5.22
4ezz,5.19
4f9u,6.03
3gnw,9.1
2bza,2.8
2vo5,4.89
4tun,5.41
1pa9,4.6
5ogb,7.47
5lwm,8.87
4f3k,10.16
1elc,6.66
2gzl,4.82
3cd5,7.9
1ik4,7.41
2xeg,10.7
6mlp,3.7
5c8n,7.55
4b6r,5.85
1yc4,6.55
4csd,5.91
1d09,7.57
1jmf,5.77
4alx,7.28
6d17,4.82
2d3z,6.64
5exw,6.82
1ew8,2.26
2afx,5.15
5nwi,6.16
4yo8,10.52
1ql9,5.35
4cd5,6.71
1nki,6.7
6q54,6.49
3o5x,5.28
3f80,4.22
4m0z,5.19
5cqt,6.91
3ddf,4.66
3rdq,9.31
6udi,10.0
6g2o,6.77
4a4w,7.72
3ocz,7.46
2wor,3.9
3rwp,9.22
4ufm,3.72
5j0d,6.87
4gii,8.74
3d91,9.15
5o9r,5.39
4kxn,6.1
5evd,5.0
3dx3,6.52
4qfp,4.23
4y5d,5.92
4gqr,3.96
1ec1,8.92
5fyx,4.16
2h4n,8.7
1o2w,5.85
2r3t,5.85
3hky,7.1
2oax,8.65
6ma2,5.39
1nli,3.59
3rz1,8.74
3p7i,7.7
4rdn,5.92
1nwl,2.39
1izh,7.7
6qr3,6.44
3qfz,3.24
1drv,6.54
6ayt,8.85
6fuh,3.77
1m4h,9.52
6g2r,9.46
6g9u,6.43
3eeb,5.89
5kab,4.68
2rin,4.0
1a9m,6.92
1ork,8.81
6mnv,3.37
3s6t,7.35
6r4k,5.07
4afg,8.3
4ciw,4.82
3o9i,11.82
5j7w,4.89
3g31,2.89
4xar,6.97
1ax0,3.13
1zfq,7.52
4j7d,4.7
5g4n,4.0
4aqh,6.54
3syr,5.1
4iie,2.34
4ax9,9.57
4kcx,4.43
1lpk,7.55
1bv7,10.3
3hs4,8.0
3pd8,6.46
6fe1,8.48
4urz,2.52
4q6e,6.18
4ogj,6.79
4ge1,6.43
4ly9,8.15
4k7o,4.3
5dhu,6.3
4u69,4.26
5ad1,7.24
4ufi,6.2
3slz,6.99
5eyr,5.3
1mue,8.64
3ge7,8.7
3gm0,7.77
3iss,6.05
4q87,4.85
6h77,7.33
2uy0,6.92
1pvn,9.82
3pyy,6.86
5y13,5.94
5acy,8.19
6fs1,7.01
5dx4,6.86
3nx7,8.1
4xoe,5.0
1pph,5.92
2x97,5.66
3tcg,5.87
3k97,8.0
5x54,5.0
4ra1,5.94
4agp,4.69
1b51,7.37
6ayi,6.68
5ngz,2.89
3cke,6.1
3s76,5.05
3agl,7.8
5vij,7.61
4hf4,8.62
6e1z,3.82
3spf,3.86
3ifl,8.08
1y3p,4.82
4uj2,7.1
2qdt,5.19
5egm,8.62
4qp2,3.03
5ulp,4.61
2jfz,5.24
6ugz,7.72
1tx7,4.6
5fbi,2.8
4rrf,3.62
1kug,3.8
3ucj,6.0
1bgq,8.57
4pox,5.43
4u6c,5.0
5jxn,6.41
1rpj,6.48
4r74,8.1
4q1w,11.7
4io7,3.68
4m13,6.7
1pkx,6.92
5fnc,4.11
2amt,4.44
5j8u,6.47
4nja,6.22
1h4w,4.66
6o95,8.29
1g35,8.14
6cvf,6.35
1pxo,8.7
6pi6,5.66
3fh7,7.6
6qgg,6.3
1lpg,7.09
1alw,6.52
6jav,5.76
2f7o,7.44
4r76,7.85
5ork,3.63
4dst,2.96
4ury,2.22
3q6w,7.57
3mjl,2.44
5oaj,6.56
1xap,8.7
3muz,3.46
1ecv,4.85
3rlb,9.92
3ejp,8.55
4lar,4.68
4e4n,9.05
5sym,6.55
3c52,7.3
1b4h,5.46
6mll,3.62
4xit,7.27
6dh6,9.93
3lzu,10.06
3iw5,6.08
3nw9,9.0
3cfn,5.0
1owe,6.2
2ans,5.92
1e2l,4.29
3o9a,10.7
1f0s,7.74
4deu,5.64
1utj,3.84
4f3c,11.82
2oxy,6.52
3k37,8.92
4l51,3.0
1m83,3.4
6euw,7.77
5xva,7.29
6g5l,7.62
1pfu,2.72
6pge,3.62
5e89,7.85
5j8m,6.8
6dsp,6.09
5wuk,7.85
5llh,10.17
3ekv,9.41
1amw,4.54
5u0g,4.58
6bm5,5.84
2v88,4.09
3lpi,8.52
5yj8,3.98
1h5v,3.93
4yyt,6.38
2ha2,4.66
1v2w,4.01
5nk2,6.74
3bwj,6.5
3nu9,9.05
5ayt,6.77
5j7q,4.58
2r9x,4.85
1avn,3.9
6eq7,7.0
6r1d,5.4
6g2b,3.8
4lkk,5.92
3jzj,3.61
3t2q,3.66
4f6u,6.15
2wm0,4.52
1k1o,6.17
4q4s,6.95
5fhn,5.9
5fdi,7.73
5f60,7.37
2dri,6.89
2w26,9.4
5ld8,8.05
2r1y,4.51
3ivc,4.12
5i2f,6.49
6g29,4.33
3t60,6.7
1hi5,4.04
1rr6,10.25
4ef6,2.92
2p09,6.35
1m0b,8.82
3b7u,7.74
5eqp,5.4
4lxd,7.23
3vx3,7.82
6pg5,4.96
5ime,8.34
5tbm,7.31
3o4k,7.62
5wp5,5.34
3e6y,5.6
4umb,4.0
4b5d,7.89
4zzd,6.6
3uyr,6.9
3e5u,5.85
4lj5,6.29
4mss,6.4
5fto,8.21
2xbw,8.0
3ag9,8.05
3ppq,4.55
1hms,6.37
1ws4,3.0
5f63,7.92
1swr,6.92
4fl1,3.28
3exe,6.96
4n6z,7.8
4np3,3.3
1l8g,6.22
6s4t,7.95
5ny3,7.47
3m35,7.22
4fxq,5.77
6qlp,5.28
3u8j,8.51
4qew,7.07
1b5j,7.43
2vvv,8.22
3d78,7.64
4cwn,5.59
6hai,7.94
1qka,5.92
5lle,10.22
5dxt,9.7
3a9i,4.15
5voj,8.44
5j3l,4.8
1f8c,7.4
2jgs,6.62
3ebh,6.32
2p95,9.37
5upz,9.2
5evz,6.57
1u1b,7.8
4ibc,2.98
2q5k,11.3
6g3v,6.04
4cws,7.92
2qd8,9.07
1sdv,8.74
3mz6,7.2
4ufj,4.28
4pmm,7.57
5jgq,4.62
5n99,4.21
2al5,8.4
3ipq,7.57
3zdh,7.35
2r3w,6.89
2qi4,10.44
6o48,7.12
2f8g,8.7
4fl2,3.66
4ayu,4.73
1ogg,5.19
3ies,9.92
4rd0,6.62
5mpk,8.52
5ovx,4.5
6g7a,6.78
2vnp,9.92
5ehw,3.0
1z9g,5.64
2rkf,9.08
5cbm,7.77
4mnp,7.34
4b32,3.34
5caq,8.57
1bp0,5.4
4trc,4.52
5nw7,5.77
3qx9,4.05
5ave,5.44
1f4e,2.96
1o1s,7.31
3v2q,6.29
2qwc,3.55
2j7e,7.32
2qu6,8.52
3nee,5.34
5lwd,6.24
5zyl,7.06
5orj,4.77
3gc4,7.6
1e3v,4.34
3ebl,6.3
4o6w,8.52
6t1j,4.74
3mv0,3.85
6h37,8.59
4cwf,4.49
1m7i,5.4
3p3s,7.59
4c5d,5.4
1hpo,9.22
2yek,7.21
5aba,2.98
3ao5,2.23
4a6c,7.92
6qpl,7.04
1g7v,6.4
5m23,8.9
3l4v,6.72
4av5,7.21
3b65,9.27
4m2u,8.04
3lmk,5.94
6dh7,9.88
4qpl,7.41
6mu3,6.15
3nq3,3.78
5ey0,2.65
6msy,7.0
5mqe,5.4
4zb6,6.28
1b5i,7.05
5ef7,9.0
3iub,4.54
3eko,6.7
4ggz,10.18
5w44,6.44
5f1v,6.85
6idg,6.66
3v4t,4.11
1h23,8.35
6hd6,5.7
4b5w,3.33
5n34,4.63
1a4k,8.0
3c4h,5.7
3d1z,8.8
6ajz,4.34
4axd,4.43
4b73,7.21
2jkp,4.23
3gdt,7.19
2xbv,8.43
6kjd,5.05
6c85,3.9
4bqh,5.59
3qqa,5.82
5std,10.49
1d4l,8.77
6b5q,8.24
4poh,8.0
6nv7,7.92
5j1x,5.52
5sxm,8.54
6mxc,5.56
1pro,11.3
4dsy,4.43
2r43,6.0
2vh0,8.51
5fsc,2.36
4tqn,6.11
3uzj,5.55
5fng,2.96
3q71,5.22
4efs,8.6
3r4m,5.92
6mkw,4.77
5eq1,4.68
6rih,3.98
1zp8,8.77
3lgs,4.61
2cex,4.7
4qfo,4.27
3zsq,4.96
2yix,8.48
4mhz,6.87
4riv,7.0
3aho,7.05
3upk,4.3
3kmy,4.49
4bco,6.88
5i29,7.82
1fzj,8.1
1w5v,8.15
4kzu,6.5
5dgu,11.35
2ca8,4.66
4zbi,6.51
4efk,2.49
4muv,5.76
4aba,3.82
4q6d,7.36
2ylc,7.89
1rql,2.75
3uil,6.0
6ugp,6.16
4y3y,2.35
2wnc,6.32
5lny,7.38
6i62,6.8
3evd,6.91
2nsl,4.68
3lvw,2.67
1hih,8.05
1qbr,10.57
5u8c,7.53
3djk,10.59
1f8b,5.4
2wkz,8.77
3ug2,8.25
5bry,11.82
3th9,7.7
4rsk,4.32
3sha,5.59
1ajp,2.23
1qbu,10.24
2qbp,8.4
6n7d,9.52
4abb,4.51
1xh4,7.47
3n3g,7.24
1ebz,9.4
2p3i,3.48
6p3v,7.02
5nwe,4.88
3ckb,2.98
6o5t,6.5
1gi4,7.19
6d15,4.48
4q7v,3.59
2p4s,9.51
1g36,7.17
6eiq,6.42
3a6t,7.28
6gxg,5.24
3qxt,5.22
5zdb,5.75
6dar,6.66
4kao,6.11
4fev,5.42
5l8a,4.91
3ryz,8.62
2vo4,4.94
5tya,4.48
3kdb,9.85
6jan,5.79
4llx,2.89
1k1i,6.58
3n3j,8.48
4jyc,6.7
5er2,6.57
5azf,4.44
2gl0,4.82
3g2n,4.09
5hcv,8.7
1sdu,10.07
1zpa,8.4
3wz7,5.74
5hct,7.6
6ckr,7.3
4kz6,3.1
3nuo,9.8
3bxh,4.03
3ahn,7.05
3s45,8.49
4ufk,3.89
5dex,7.65
5ia0,6.73
4asd,9.28
1nw7,5.09
2pwd,4.4
3vw1,4.67
4o09,7.7
1oyq,6.96
1o0f,5.3
3fuc,9.72
5nbw,8.59
4hu1,7.54
2boh,8.52
5e3a,5.44
5ovr,4.57
2xnb,6.83
4n8q,3.42
1uw6,7.34
3dsz,7.77
4np9,5.03
2vmc,2.94
3mi3,5.45
3dk1,9.74
3iqu,4.77
6bs4,5.55
1s89,5.24
5hz9,7.03
1h46,3.57
1qji,4.85
2xm2,4.62
5fs5,6.69
5en3,6.21
4qfn,4.12
5os7,3.69
1p1q,4.89
2ygf,5.09
3tfp,6.47
3n86,5.64
3re4,7.4
6hzb,8.98
5mnn,3.84
2exm,4.11
3t1a,8.37
4cjq,3.59
4muf,6.34
4pum,6.73
1y1z,3.08
4ibj,4.33
2fzk,3.6
2qbq,7.44
3nht,7.01
6dak,5.14
4p5d,5.82
4luz,4.7
6n0k,5.07
3wzn,7.0
4xu3,9.5
2qd7,9.1
3gy3,5.63
4mjp,3.88
1gpn,6.48
2ihj,4.59
2j34,7.82
3cj5,6.34
1k22,8.4
5ot9,4.07
4r0a,4.26
3oaf,8.8
2a4m,4.52
3zso,5.12
1fiv,6.59
2jxr,7.05
2fle,7.85
5ovc,5.96
4o2c,8.0
5mro,5.7
4b8y,8.05
4iwz,7.29
3rlr,7.52
1dud,4.82
1lgw,4.0
2pk6,10.89
4wko,9.47
2nt7,6.52
1g45,8.64
2cf9,7.82
5fso,6.09
1g98,5.7
3tf6,6.4
6md0,5.9
2vnt,8.0
4bcs,6.99
4bj8,8.29
2gyi,7.0
3b4f,8.14
6b96,7.84
1ws1,9.55
1hk4,5.31
2bfr,5.25
1cgl,6.87
5nk3,7.42
4c1y,3.6
1m2x,4.15
5c1m,10.8
1pme,9.4
5vcw,5.96
4nnr,7.26
5c2o,4.55
4c9x,7.32
4u4s,2.92
4h3j,7.05
3ldq,5.36
5f8y,4.24
1y6q,11.7
6dil,8.12
6d5j,6.34
1sb1,6.89
2vyt,2.74
2zkj,5.48
1g54,8.82
6dpz,3.59
5tkj,8.15
1g3e,5.38
5jss,6.45
4fm7,7.24
4kwg,6.0
4q09,8.17
4rpo,7.64
5ko5,4.57
4e1k,6.3
2wvt,6.12
2vmf,5.85
3hub,8.09
5ect,5.28
4bam,8.94
4cjr,3.1
3iod,4.1
4zip,9.68
4kmz,8.57
4zeb,6.52
5dfp,7.66
6mku,7.15
1yqy,7.62
3p3t,7.24
6j3p,6.98
1e2k,4.94
3fat,7.64
2tpi,4.31
5edd,5.24
4eb8,9.82
2yxj,9.3
2xib,7.26
4wn5,7.41
3kdd,8.46
1nvs,7.82
2qi7,10.21
2pog,9.54
4whs,4.12
5khm,8.3
6j9y,5.07
4xya,5.86
4a6l,8.0
4zzy,5.6
5lud,3.61
3ccz,7.29
1xgi,4.85
3gs6,6.59
3cs7,10.68
5mby,3.51
4nl1,3.89
5a2i,5.06
4jkw,4.16
3p5l,7.39
1xow,9.28
1k1m,7.4
3t0x,8.0
2j75,6.65
2q7q,5.3
5sz7,9.7
2j2u,7.33
6fhq,2.47
2y82,8.4
2xmy,9.96
6hsh,7.55
6h2z,9.3
2h6t,7.22
1o2n,6.09
3arv,5.64
4psb,4.64
2byr,8.55
2ayr,9.29
5csp,4.24
4crl,9.71
4dld,5.82
6otg,7.5
5mge,4.06
4f2w,11.3
2i3h,7.4
2hkf,6.38
1mfi,5.59
1thz,5.15
2pvj,8.1
1dhi,7.26
4cu8,4.47
5u4d,6.33
4dju,5.44
6gji,3.87
5oh2,4.24
2jf4,8.15
1fpc,7.0
5xg5,3.48
6py0,6.41
3vf5,9.34
4xxh,5.0
1v2l,4.29
4del,7.68
5o2d,5.68
1nja,6.31
6gj8,5.87
4kzq,6.1
6n5x,4.6
3old,5.9
1pb8,5.15
4d4d,5.96
3uxd,4.41
2zfs,6.54
5ahw,5.17
6ios,4.1
6jam,5.23
1w0z,7.68
5sz4,9.7
2pv1,7.14
4qac,9.4
5nkh,7.59
6qgf,6.0
6mli,2.43
3pn1,6.96
2qi1,7.3
1b40,7.28
4yha,6.65
2uy4,4.68
4rvr,6.87
4cps,8.27
2pql,7.28
4dzy,5.62
1c5s,6.0
1xkk,8.52
6oqb,10.3
6g2m,7.82
2wyj,9.0
4eor,6.3
1v1j,4.82
6hlx,7.17
5u4b,5.74
6hgr,3.46
2sim,3.42
3hww,7.12
4jsz,2.3
5ov8,4.74
6o0p,9.96
5kbe,6.34
3nu4,8.82
5xpi,5.28
1qk4,4.21
3a1c,4.0
4a7i,8.7
3b7j,5.17
3hmp,5.49
3bzf,4.52
5nz4,6.28
4q19,8.05
4hw3,6.49
1m7y,10.96
5nka,5.46
2bet,2.77
1q54,5.85
1qyg,6.85
5aml,9.15
2yaz,5.14
5e2s,9.01
5izf,9.74
3ddg,6.0
4loy,8.09
4jfk,6.44
4g0z,2.21
1kel,7.28
5aoi,3.03
4dli,5.62
5nxi,6.66
1td7,4.37
5k1d,4.68
6gnp,4.55
1bnn,10.0
4q46,3.77
4m3p,5.4
3bug,3.18
3nsn,7.19
1q8t,4.76
4std,10.33
2rd6,8.3
4pnu,4.89
3f15,8.1
5gmh,6.31
4e0x,7.12
5hjq,4.72
5b2d,4.25
5dh5,9.64
4pow,6.3
4dq2,7.52
4n7m,5.47
5avf,5.49
4k4j,6.12
1d4y,11.1
2avo,8.85
6czb,4.33
2zcs,8.22
3p8n,9.28
3s54,9.64
6ftw,6.49
5zo8,8.2
5qqp,8.28
6g6t,7.7
1o5g,4.96
6ftz,3.0
6fba,4.7
3s77,7.21
6elo,6.29
6nmb,2.7
1m0o,2.31
1m7d,6.23
5dbm,6.46
5h8e,11.2
1dqn,8.0
4djo,11.52
6qln,4.66
4er2,9.3
6haz,7.0
1rnt,5.19
6dpx,5.89
1qin,8.0
5f1h,7.85
2ha6,4.32
3p8o,8.72
4a6s,5.2
3rf5,5.63
4agq,5.01
5byi,7.51
4arw,7.13
5wa8,6.23
3aru,3.22
1ctu,11.92
5ne5,7.41
4ly1,7.26
4uma,5.41
1j36,7.74
3f1a,7.21
1utl,2.47
3b25,6.07
2wzs,3.85
2v95,8.3
1w4o,5.22
4tmn,10.17
3b92,8.0
2yk1,8.13
3ekw,7.96
3g32,3.71
1uto,2.27
2ews,6.62
2q8h,3.0
1qf2,5.92
5d3p,5.13
6eeo,6.43
4o0a,6.72
1w5y,8.48
1kmy,5.1
3pgl,5.3
1bnt,9.8
5u13,5.41
2gv7,7.85
4k7n,3.48
1kzk,10.39
5xvg,8.05
4r4i,6.27
3mi2,7.77
1ndz,8.11
5nze,6.39
1tng,2.93
1ui0,7.06
4tpw,4.69
6evn,4.71
2r2m,7.33
2qbw,7.25
4cwp,6.77
2p15,10.3
5cs3,2.15
5e2l,4.03
4hym,8.22
4kax,4.77
6b97,6.63
5qal,3.46
5htl,6.3
6e1y,7.66
6dj2,8.12
6ekq,5.46
5igm,7.38
5d0r,6.37
5jox,4.46
4m0f,8.77
4ou3,4.41
2uxi,7.3
5hwu,5.27
4ngm,10.35
4ih6,4.74
2ogy,4.48
3dp9,9.68
3ivg,4.3
2ot1,4.0
2i4d,11.68
4ca5,9.39
4r4o,5.82
1p1o,5.76
5gja,5.55
6g14,5.49
4yml,8.35
2bvs,4.1
5bv3,7.17
1ta6,9.13
6g2f,5.17
3ozp,6.62
1e4h,8.41
4lvt,10.36
6t1l,4.77
4cpr,7.46
4x6p,8.3
5i9x,7.52
1hvk,10.96
3mdz,9.1
1msm,10.48
1bhf,4.38
5l4i,6.59
1qb1,6.77
3s5y,7.41
4cj4,3.36
6gue,8.4
4cpt,7.7
4lk7,5.04
5ant,6.36
1t7d,6.03
4avi,7.63
3f37,2.62
2aj8,6.2
2zfp,5.17
3n1c,5.22
3po6,7.06
4bi7,4.58
6d1h,3.72
5t8p,5.89
1p57,4.4
2x8z,7.96
4ynl,4.62
3ozr,5.15
5t9w,5.59
1gyx,2.48
1c5o,3.49
3pck,6.7
2xdx,6.46
3gbe,5.0
4io5,5.03
4o3f,5.56
4z07,7.99
5o58,6.72
5gsa,7.09
1bma,4.59
5jfp,9.32
5op5,6.67
3m96,7.22
5we9,7.22
1syi,5.44
6gwr,8.1
4cfl,5.88
5wij,6.31
4iif,5.18
4rhx,5.8
5var,4.09
4mre,2.19
1b0h,6.7
3tfn,6.57
1p1n,6.8
1usk,6.4
4ht0,8.0
2ceq,7.28
3d7z,7.92
1ydr,5.52
3g2y,2.0
2hs1,8.48
4h75,6.6
3s78,6.47
1qan,4.48
3hl5,4.47
1lpz,7.6
2zy1,7.4
4bkt,3.62
6hax,7.59
4er1,6.62
3wtl,7.04
4de5,3.15
2zx7,10.49
5kly,7.21
4kn0,7.4
3dx1,3.58
4wop,4.76
4iva,7.16
4n6g,5.47
4zx4,7.11
1njs,7.82
2vpe,4.94
4loi,6.77
3uxk,4.93
3t2w,7.46
4hws,9.1
4idn,5.24
3k02,5.0
6nzv,10.17
5d25,6.3
2j47,5.41
6c7x,7.19
5lvd,2.62
3cz1,7.26
3ai8,3.81
3sue,9.08
3s72,6.4
1bxo,10.0
4gr3,7.81
1hxb,9.92
3eqr,8.7
1jev,6.89
5ltn,5.27
5eis,5.74
3sfg,6.06
2g94,9.52
2hl4,7.64
4hfp,7.38
2xj7,6.66
4o2b,5.74
6ei5,7.42
3t85,7.95
3ap4,3.92
1o0n,4.09
2vl4,6.01
1c84,5.0
5ttw,5.96
4nh8,8.52
3hcm,3.3
2hhn,7.49
5dus,5.53
3b3s,2.55
3c79,7.2
3buf,3.1
6d1d,4.47
1vso,4.72
3dri,4.42
4knn,7.78
4rqv,5.05
5f2u,8.43
1ejn,5.62
2nmz,8.37
3nzk,9.27
4bi6,3.95
4x48,6.77
1w3j,6.32
2yhw,5.6
3zqe,4.23
4xoc,8.52
5ia1,6.28
3dyo,2.3
3p5o,7.26
5d3x,6.36
4b34,3.14
3sur,4.15
3f19,7.19
6pg3,3.32
5f62,8.17
2xm1,5.07
4qpd,7.82
6mle,9.0
6f28,5.67
3pcg,2.3
6t1m,5.21
4bqs,4.21
4z1k,8.33
5c2a,8.32
3zlr,9.26
5yfs,4.86
6b4n,10.55
6u8o,6.54
6t1i,5.26
6nfh,7.15
1px4,3.23
3mhl,7.25
5ia5,7.6
1w5x,8.4
1jak,5.57
1n51,4.85
